Postcode;Straat;Huisnummer van ;Huisnummer tot en met;Woonplaats;Voorkeursblok Sint Jan;Blokouderling;;;;;;;
2801 SZ;Kleine Johannesstraat;1;7;GOUDA                   ;B-2;onbekend;;;;;;;
2801 SZ;Kleine Johannesstraat;2;8;GOUDA                   ;B-2;onbekend;;;;;;;
2801 TA;Parkstraat;1;37;GOUDA                   ;B-2;onbekend;;;;;;;
2801 TB;Parkstraat;2;28;GOUDA                   ;B-2;onbekend;;;;;;;
2801 TC;Merijntje Gijzenstraat;1;7;GOUDA                   ;B-2;onbekend;;;;;;;
2801 TC;Merijntje Gijzenstraat;2;8;GOUDA                   ;B-2;onbekend;;;;;;;
2801 TD;Max Havelaarstraat;1;7;GOUDA                   ;B-2;onbekend;;;;;;;
2801 TD;Max Havelaarstraat;2;8;GOUDA                   ;B-2;onbekend;;;;;;;
2801 TE;van Strijenstraat;1;21;GOUDA                   ;B-1;onbekend;;;;;;;
2801 TG;van Strijenstraat;2;48;GOUDA                   ;B-1;onbekend;;;;;;;
2801 TH;Lepelaerstraat;1;15;GOUDA                   ;B-1;onbekend;;;;;;;
2801 TH;Lepelaerstraat;2;8;GOUDA                   ;B-1;onbekend;;;;;;;
2801 TJ;Verspuystraat;1;19;GOUDA                   ;B-1;onbekend;;;;;;;
2801 TJ;Verspuystraat;2;8;GOUDA                   ;B-1;onbekend;;;;;;;
2801 TK;Noorderstraat;2;26;GOUDA                   ;B-6;onbekend;;;;;;;
2801 TK;Noorderstraat;11;29;GOUDA                   ;B-6;onbekend;;;;;;;
2801 TL;Venroystraat;1;67;GOUDA                   ;B-6;onbekend;;;;;;;
2801 TP;Drapiergang;5;5;GOUDA                   ;A-1;onbekend;;;;;;;
2801 TR;Japieserf;1;25;GOUDA                   ;A-1;onbekend;;;;;;;
2801 TR;Japieserf;2;28;GOUDA                   ;A-1;onbekend;;;;;;;
2801 TV;Vest;281;299;GOUDA                   ;A-1;onbekend;;;;;;;
2801 TW;Vest;102;156;GOUDA                   ;A-1;onbekend;;;;;;;
2801 TX;Vest;158;224;GOUDA                   ;A-1;onbekend;;;;;;;
2801 TZ;Vest;226;274;GOUDA                   ;A-1;onbekend;;;;;;;
2801 VA;Nonnenwater;1;7;GOUDA                   ;A-1;onbekend;;;;;;;
2801 VA;Nonnenwater;2;22;GOUDA                   ;A-1;onbekend;;;;;;;
2801 VB;Verlorenkost;1;23;GOUDA                   ;A-1;onbekend;;;;;;;
2801 VB;Verlorenkost;2;52;GOUDA                   ;A-1;onbekend;;;;;;;
2801 VC;Vest;1;27;GOUDA                   ;A-1;onbekend;;;;;;;
2801 VC;Vest;2;10;GOUDA                   ;A-1;onbekend;;;;;;;
2801 VD;Vest;29;59;GOUDA                   ;A-1;onbekend;;;;;;;
2801 VE;Vest;14;56;GOUDA                   ;A-1;onbekend;;;;;;;
2801 VE;Vest;61;93;GOUDA                   ;A-1;onbekend;;;;;;;
2801 VG;Vest;95;119;GOUDA                   ;A-1;onbekend;;;;;;;
2801 VH;Raam;1;39;GOUDA                   ;A-1;onbekend;;;;;;;
2801 VJ;Raam;41;89;GOUDA                   ;A-1;onbekend;;;;;;;
2801 VK;Raam;93;135;GOUDA                   ;A-1;onbekend;;;;;;;
2801 VL;Raam;147;195;GOUDA                   ;A-1;onbekend;;;;;;;
2801 VM;Raam;2;86;GOUDA                   ;A-1;onbekend;;;;;;;
2801 VN;Raam;88;184;GOUDA                   ;A-1;onbekend;;;;;;;
2801 VP;Raam;186;222;GOUDA                   ;A-1;onbekend;;;;;;;
2801 VR;Raam;224;256;GOUDA                   ;A-1;onbekend;;;;;;;
2801 VS;Raam;260;296;GOUDA                   ;A-1;onbekend;;;;;;;
2801 VT;Raam;298;316;GOUDA                   ;A-1;onbekend;;;;;;;
2801 VV;Vlamingstraat;1;43;GOUDA                   ;A-1;onbekend;;;;;;;
2801 VW;Vlamingstraat;2;52;GOUDA                   ;A-1;onbekend;;;;;;;
2801 VX;Drapiersteeg;1;29;GOUDA                   ;A-1;onbekend;;;;;;;
2801 VX;Drapiersteeg;2;26;GOUDA                   ;A-1;onbekend;;;;;;;
2801 VZ;Nobelstraat;1;33;GOUDA                   ;A-1;onbekend;;;;;;;
2801 VZ;Nobelstraat;18;18;GOUDA                   ;A-1;onbekend;;;;;;;
2801 WB;Regulierenhof;1;35;GOUDA                   ;A-1;onbekend;;;;;;;
2801 WB;Regulierenhof;2;36;GOUDA                   ;A-1;onbekend;;;;;;;
2801 WC;Lange Willemsteeg;1;13;GOUDA                   ;A-2;T. Eilander;;;;;;;
2801 WC;Lange Willemsteeg;2;14;GOUDA                   ;A-2;T. Eilander;;;;;;;
2801 WD;Houtenstraat;1;19;GOUDA                   ;A-1;onbekend;;;;;;;
2801 WD;Houtenstraat;2;10;GOUDA                   ;A-1;onbekend;;;;;;;
2801 WE;Korte Raam;1;41;GOUDA                   ;A-2;T. Eilander;;;;;;;
2801 WE;Korte Raam;2;18;GOUDA                   ;A-2;T. Eilander;;;;;;;
2801 WG;Kandeelstraat;1;39;GOUDA                   ;A-1;onbekend;;;;;;;
2801 WG;Kandeelstraat;2;16;GOUDA                   ;A-1;onbekend;;;;;;;
2801 WH;Plateelstraat;1;11;GOUDA                   ;A-1;onbekend;;;;;;;
2801 WH;Plateelstraat;2;82;GOUDA                   ;A-1;onbekend;;;;;;;
2801 WJ;Messenmakerssteegje;2;2;GOUDA                   ;A-1;onbekend;;;;;;;
2801 WJ;Messenmakerssteegje;3;17;GOUDA                   ;A-1;onbekend;;;;;;;
2801 WK;Plazuidplein;1;11;GOUDA                   ;A-1;onbekend;;;;;;;
2801 WK;Plazuidplein;2;10;GOUDA                   ;A-1;onbekend;;;;;;;
2801 WL;Tegelbakkerssteegje;4;12;GOUDA                   ;A-1;onbekend;;;;;;;
2801 WL;Tegelbakkerssteegje;1;49;GOUDA                   ;A-1;onbekend;;;;;;;
2801 WM;Oranjehofje;2;8;GOUDA                   ;A-1;onbekend;;;;;;;
2801 WM;Oranjehofje;3;7;GOUDA                   ;A-1;onbekend;;;;;;;
2801 WN;Sevenhuysen;1;11;GOUDA                   ;A-1;onbekend;;;;;;;
2801 WR;Pottersplein;1;7;GOUDA                   ;A-1;onbekend;;;;;;;
2801 WR;Pottersplein;2;40;GOUDA                   ;A-1;onbekend;;;;;;;
2801 WS;Sint Mariewal;1;47;GOUDA                   ;A-1;onbekend;;;;;;;
2801 WS;Sint Mariewal;2;16;GOUDA                   ;A-1;onbekend;;;;;;;
2801 WV;Lazarussteeg;1;31;GOUDA                   ;A-1;onbekend;;;;;;;
2801 WV;Lazarussteeg;2;22;GOUDA                   ;A-1;onbekend;;;;;;;
2801 WZ;K Faessens Rolwagenstg;2;20;GOUDA                   ;A-3;onbekend;;;;;;;
2801 XA;Cappenerhof;11;11;GOUDA                   ;A-1;onbekend;;;;;;;
2801 XB;Houtmansgracht;1;5;GOUDA                   ;A-3;onbekend;;;;;;;
2801 XB;Houtmansgracht;2;14;GOUDA                   ;A-3;onbekend;;;;;;;
2801 XC;Houtmansgracht;17;19;GOUDA                   ;A-3;onbekend;;;;;;;
2801 XC;Houtmansgracht;18;18;GOUDA                   ;A-3;onbekend;;;;;;;
2801 XD;Vogelenzang;2;22;GOUDA                   ;A-3;onbekend;;;;;;;
2801 XE;Blikslagershof;10;10;GOUDA                   ;A-6;onbekend;;;;;;;
2801 XG;Robaarstraat;1;31;GOUDA                   ;A-6;onbekend;;;;;;;
2801 XG;Robaarstraat;2;86;GOUDA                   ;A-6;onbekend;;;;;;;
2801 XG;Robaarstraat;91;91;GOUDA                   ;A-6;onbekend;;;;;;;
2801 XH;Wilhelminastraat;1;21;GOUDA                   ;A-6;onbekend;;;;;;;
2801 XJ;Wilhelminastraat;23;61;GOUDA                   ;A-6;onbekend;;;;;;;
2801 XK;Wilhelminastraat;2;66;GOUDA                   ;A-6;onbekend;;;;;;;
2801 XL;Robaarstraat;33;89;GOUDA                   ;A-6;onbekend;;;;;;;
2801 XM;Speldenmakerssteeg;1;27;GOUDA                   ;A-1;onbekend;;;;;;;
2801 XN;Speldenmakerssteeg;2;24;GOUDA                   ;A-1;onbekend;;;;;;;
2801 XP;Cappenersteeg;1;21;GOUDA                   ;A-1;onbekend;;;;;;;
2801 XP;Cappenersteeg;4;30;GOUDA                   ;A-1;onbekend;;;;;;;
2801 XR;Paradijs;2;22;GOUDA                   ;A-1;onbekend;;;;;;;
2801 XR;Paradijs;11;53;GOUDA                   ;A-1;onbekend;;;;;;;
2801 XS;Rozendaal;1;21;GOUDA                   ;A-1;onbekend;;;;;;;
2801 XS;Rozendaal;2;32;GOUDA                   ;A-1;onbekend;;;;;;;
2801 XT;Houtmansplantsoen;1;31;GOUDA                   ;A-3;onbekend;;;;;;;
2801 XT;Houtmansplantsoen;2;22;GOUDA                   ;A-3;onbekend;;;;;;;
2801 XV;Geuzenstraat;1;33;GOUDA                   ;A-3;onbekend;;;;;;;
2801 XV;Geuzenstraat;2;30;GOUDA                   ;A-3;onbekend;;;;;;;
2801 XW;Paradijs;24;80;GOUDA                   ;A-1;onbekend;;;;;;;
2801 XX;Jan Kottenerf;2;22;GOUDA                   ;A-6;onbekend;;;;;;;
2801 XX;Jan Kottenerf;3;21;GOUDA                   ;A-6;onbekend;;;;;;;
2801 XZ;Wijde Poort;2;6;GOUDA                   ;A-3;onbekend;;;;;;;
2801 ZA;Groeneweg;1;27;GOUDA                   ;A-3;onbekend;;;;;;;
2801 ZB;Groeneweg;31;261;GOUDA                   ;A-3;onbekend;;;;;;;
2801 ZC;Groeneweg;2;30;GOUDA                   ;A-3;onbekend;;;;;;;
2801 ZD;Groeneweg;32;42;GOUDA                   ;A-3;onbekend;;;;;;;
2801 ZE;Groeneweg;44;82;GOUDA                   ;A-3;onbekend;;;;;;;
2801 ZG;Swanenburghshofje;1;11;GOUDA                   ;A-3;onbekend;;;;;;;
2801 ZG;Swanenburghshofje;2;10;GOUDA                   ;A-3;onbekend;;;;;;;
2801 ZH;Spieringstraat;1;59;GOUDA                   ;A-2;T. Eilander;;;;;;;
2801 ZJ;Spieringstraat;61;107;GOUDA                   ;A-2;T. Eilander;;;;;;;
2801 ZK;Spieringstraat;109;141;GOUDA                   ;A-2;T. Eilander;;;;;;;
2801 ZL;Spieringstraat;143;161;GOUDA                   ;A-2;T. Eilander;;;;;;;
2801 ZM;Spieringstraat;2;36;GOUDA                   ;A-2;T. Eilander;;;;;;;
2801 ZN;Tuinstraat;1;55;GOUDA                   ;A-2;T. Eilander;;;;;;;
2801 ZP;Tuinstraat;57;85;GOUDA                   ;A-2;T. Eilander;;;;;;;
2801 ZR;Tuinstraat;10;52;GOUDA                   ;A-2;T. Eilander;;;;;;;
2801 ZS;Hoefsteeg;1;9;GOUDA                   ;A-2;T. Eilander;;;;;;;
2801 ZS;Hoefsteeg;4;14;GOUDA                   ;A-2;T. Eilander;;;;;;;
2801 ZT;Vijverstraat;1;15;GOUDA                   ;A-2;T. Eilander;;;;;;;
2801 ZT;Vijverstraat;2;14;GOUDA                   ;A-2;T. Eilander;;;;;;;
2801 ZV;Minderbroederssteeg;1;7;GOUDA                   ;A-2;T. Eilander;;;;;;;
2801 ZV;Minderbroederssteeg;4;18;GOUDA                   ;A-2;T. Eilander;;;;;;;
2801 ZW;De Baan;101;431;GOUDA                   ;A-13;onbekend;;;;;;;
2801 ZW;De Baan;102;432;GOUDA                   ;A-13;onbekend;;;;;;;
2801 ZX;Muilenpoort;1;1;GOUDA                   ;A-3;onbekend;;;;;;;
2801 ZX;De Baan;2;28;GOUDA                   ;A-3;onbekend;;;;;;;
2801 ZZ;Brugmanshof;1;19;GOUDA                   ;A-2;T. Eilander;;;;;;;
2801 ZZ;Brugmanshof;2;20;GOUDA                   ;A-2;T. Eilander;;;;;;;
2802 AA;Goudkade;1;55;GOUDA                   ;B-15;onbekend;;;;;;;
2802 AA;Goudkade;2;70;GOUDA                   ;B-15;onbekend;;;;;;;
2802 AB;1e Moordrechtse Tiendewg;1;3;GOUDA                   ;B-15;onbekend;;;;;;;
2802 AB;1e Moordrechtse Tiendewg;4;34;GOUDA                   ;B-15;onbekend;;;;;;;
2802 AC;Industriestraat;1;15;GOUDA                   ;B-15;onbekend;;;;;;;
2802 AC;Industriestraat;2;20;GOUDA                   ;B-15;onbekend;;;;;;;
2802 AD;Koekoekplein;1;13;GOUDA                   ;B-15;onbekend;;;;;;;
2802 AD;Koekoekplein;2;12;GOUDA                   ;B-15;onbekend;;;;;;;
2802 AE;Techniekstraat;1;3;GOUDA                   ;B-15;onbekend;;;;;;;
2802 AE;Techniekstraat;2;6;GOUDA                   ;B-15;onbekend;;;;;;;
2802 AG;Nijverheidsstraat;1;25;GOUDA                   ;B-15;onbekend;;;;;;;
2802 AH;Nijverheidsstraat;29;63;GOUDA                   ;B-15;onbekend;;;;;;;
2802 AJ;Nijverheidsstraat;65;67;GOUDA                   ;B-15;onbekend;;;;;;;
2802 AK;Nijverheidsstraat;75;79;GOUDA                   ;B-15;onbekend;;;;;;;
2802 AL;Nijverheidsstraat;2;38;GOUDA                   ;B-15;onbekend;;;;;;;
2802 AM;Ambachtsstraat;1;51;GOUDA                   ;B-15;onbekend;;;;;;;
2802 AM;Ambachtsstraat;2;2;GOUDA                   ;B-15;onbekend;;;;;;;
2802 AN;Nieuwe Gouwe W.Z.;1;19;GOUDA                   ;B-15;onbekend;;;;;;;
2802 AN;Nieuwe Gouwe W.Z.;2;20;GOUDA                   ;B-15;onbekend;;;;;;;
2802 AP;Onder de Boompjes;1;37;GOUDA                   ;B-15;onbekend;;;;;;;
2802 AR;Onder de Boompjes;39;77;GOUDA                   ;B-15;onbekend;;;;;;;
2802 AS;Onder de Boompjes;79;117;GOUDA                   ;B-15;onbekend;;;;;;;
2802 AT;Onder de Boompjes;119;153;GOUDA                   ;B-15;onbekend;;;;;;;
2802 AV;Onder de Boompjes;2;38;GOUDA                   ;B-15;onbekend;;;;;;;
2802 AW;Onder de Boompjes;40;88;GOUDA                   ;B-15;onbekend;;;;;;;
2802 AX;Onder de Boompjes;94;114;GOUDA                   ;B-15;onbekend;;;;;;;
2802 AZ;Jaagpad;1;35;GOUDA                   ;B-15;onbekend;;;;;;;
2802 AZ;Jaagpad;2;56;GOUDA                   ;B-15;onbekend;;;;;;;
2802 BA;Jaagpad;70;78;GOUDA                   ;B-15;onbekend;;;;;;;
2802 BA;Jaagpad;71;79;GOUDA                   ;B-15;onbekend;;;;;;;
2802 BB;Turfsingel;1;25;GOUDA                   ;B-15;onbekend;;;;;;;
2802 BB;Turfsingel;2;24;GOUDA                   ;B-15;onbekend;;;;;;;
2802 BC;Turfsingel;26;58;GOUDA                   ;B-15;onbekend;;;;;;;
2802 BC;Turfsingel;27;57;GOUDA                   ;B-15;onbekend;;;;;;;
2802 BD;Turfsingel;59;77;GOUDA                   ;B-15;onbekend;;;;;;;
2802 BD;Turfsingel;60;76;GOUDA                   ;B-15;onbekend;;;;;;;
2802 BE;Buurtje;1;17;GOUDA                   ;B-15;onbekend;;;;;;;
2802 BE;Buurtje;2;4;GOUDA                   ;B-15;onbekend;;;;;;;
2802 BG;Pijpenpad;1;29;GOUDA                   ;B-15;onbekend;;;;;;;
2802 BG;Pijpenpad;2;44;GOUDA                   ;B-15;onbekend;;;;;;;
2802 BH;Spinnerijpad;1;11;GOUDA                   ;B-15;onbekend;;;;;;;
2802 BJ;De Schopschijf;1;1;GOUDA                   ;B-15;onbekend;;;;;;;
2802 BK;Erasmusplein;1;7;GOUDA                   ;B-15;onbekend;;;;;;;
2802 BK;Erasmusplein;2;8;GOUDA                   ;B-15;onbekend;;;;;;;
2802 CA;Koekoekstraat;1;29;GOUDA                   ;B-15;onbekend;;;;;;;
2802 CB;Koekoekstraat;31;59;GOUDA                   ;B-15;onbekend;;;;;;;
2802 CC;Koekoekstraat;61;75;GOUDA                   ;B-15;onbekend;;;;;;;
2802 CD;Koekoekstraat;2;56;GOUDA                   ;B-15;onbekend;;;;;;;
2802 CE;Koekoekstraat;58;72;GOUDA                   ;B-15;onbekend;;;;;;;
2802 CG;Vogelplein;1;11;GOUDA                   ;B-15;onbekend;;;;;;;
2802 CG;Vogelplein;2;10;GOUDA                   ;B-15;onbekend;;;;;;;
2802 CH;Vogelplein;12;24;GOUDA                   ;B-15;onbekend;;;;;;;
2802 CH;Vogelplein;13;23;GOUDA                   ;B-15;onbekend;;;;;;;
2802 CJ;Vogelplein;25;39;GOUDA                   ;B-15;onbekend;;;;;;;
2802 CJ;Vogelplein;26;38;GOUDA                   ;B-15;onbekend;;;;;;;
2802 CK;Vogelplein;40;54;GOUDA                   ;B-15;onbekend;;;;;;;
2802 CK;Vogelplein;41;55;GOUDA                   ;B-15;onbekend;;;;;;;
2802 CL;Karekietstraat;1;39;GOUDA                   ;B-15;onbekend;;;;;;;
2802 CM;Karekietstraat;41;77;GOUDA                   ;B-15;onbekend;;;;;;;
2802 CN;Karekietstraat;2;40;GOUDA                   ;B-15;onbekend;;;;;;;
2802 CP;Karekietstraat;42;84;GOUDA                   ;B-15;onbekend;;;;;;;
2802 CR;Roerdompstraat;1;37;GOUDA                   ;B-15;onbekend;;;;;;;
2802 CS;Roerdompstraat;39;69;GOUDA                   ;B-15;onbekend;;;;;;;
2802 CT;Roerdompstraat;2;34;GOUDA                   ;B-15;onbekend;;;;;;;
2802 CV;Gansstraat;1;35;GOUDA                   ;B-15;onbekend;;;;;;;
2802 CW;Gansstraat;2;42;GOUDA                   ;B-15;onbekend;;;;;;;
2802 EA;Wielewaalstraat;1;31;GOUDA                   ;B-15;onbekend;;;;;;;
2802 EB;Wielewaalstraat;33;63;GOUDA                   ;B-15;onbekend;;;;;;;
2802 EC;Wielewaalstraat;2;30;GOUDA                   ;B-15;onbekend;;;;;;;
2802 ED;Kievitstraat;1;35;GOUDA                   ;B-15;onbekend;;;;;;;
2802 EE;Kievitstraat;37;73;GOUDA                   ;B-15;onbekend;;;;;;;
2802 EG;Kievitstraat;75;105;GOUDA                   ;B-15;onbekend;;;;;;;
2802 EH;Kievitstraat;2;20;GOUDA                   ;B-15;onbekend;;;;;;;
2802 EJ;Kievitstraat;22;36;GOUDA                   ;B-15;onbekend;;;;;;;
2802 EK;Kievitstraat;38;64;GOUDA                   ;B-15;onbekend;;;;;;;
2802 EL;Kievitstraat;66;96;GOUDA                   ;B-15;onbekend;;;;;;;
2802 EM;Reigerstraat;1;37;GOUDA                   ;B-15;onbekend;;;;;;;
2802 EN;Reigerstraat;2;44;GOUDA                   ;B-15;onbekend;;;;;;;
2802 EP;Reigerstraat;46;84;GOUDA                   ;B-15;onbekend;;;;;;;
2802 ER;Lazaruskade;1;57;GOUDA                   ;B-15;onbekend;;;;;;;
2802 ES;Lazaruskade;2;14;GOUDA                   ;B-15;onbekend;;;;;;;
2802 ET;Wachtelstraat;1;21;GOUDA                   ;B-15;onbekend;;;;;;;
2802 ET;Wachtelstraat;2;20;GOUDA                   ;B-15;onbekend;;;;;;;
2802 EV;Wachtelstraat;22;54;GOUDA                   ;B-15;onbekend;;;;;;;
2802 EV;Wachtelstraat;23;51;GOUDA                   ;B-15;onbekend;;;;;;;
2802 EW;Sint Jobstraat;1;19;GOUDA                   ;B-15;onbekend;;;;;;;
2802 EW;Sint Jobstraat;2;20;GOUDA                   ;B-15;onbekend;;;;;;;
2802 EX;Westerom;2;48;GOUDA                   ;B-15;onbekend;;;;;;;
2802 GA;Uiverplein;1;35;GOUDA                   ;B-15;onbekend;;;;;;;
2802 GB;Uiverplein;37;71;GOUDA                   ;B-15;onbekend;;;;;;;
2802 GC;Uiverplein;2;48;GOUDA                   ;B-15;onbekend;;;;;;;
2802 GD;Uiverplein;50;96;GOUDA                   ;B-15;onbekend;;;;;;;
2802 GE;Uiverplein;98;226;GOUDA                   ;B-15;onbekend;;;;;;;
2802 GG;Leeuwerikstraat;2;24;GOUDA                   ;B-15;onbekend;;;;;;;
2802 GG;Leeuwerikstraat;7;7;GOUDA                   ;B-15;onbekend;;;;;;;
2802 GH;van Baerlestraat;1;7;GOUDA                   ;B-15;onbekend;;;;;;;
2802 GH;van Baerlestraat;2;8;GOUDA                   ;B-15;onbekend;;;;;;;
2802 GJ;van Baerlestraat;9;13;GOUDA                   ;B-15;onbekend;;;;;;;
2802 GJ;van Baerlestraat;10;14;GOUDA                   ;B-15;onbekend;;;;;;;
2802 GK;van Baerlestraat;15;33;GOUDA                   ;B-15;onbekend;;;;;;;
2802 GK;van Baerlestraat;16;32;GOUDA                   ;B-15;onbekend;;;;;;;
2802 GL;van Baerlestraat;34;50;GOUDA                   ;B-15;onbekend;;;;;;;
2802 GL;van Baerlestraat;35;49;GOUDA                   ;B-15;onbekend;;;;;;;
2802 GM;van Baerlestraat;51;65;GOUDA                   ;B-15;onbekend;;;;;;;
2802 GM;van Baerlestraat;52;64;GOUDA                   ;B-15;onbekend;;;;;;;
2802 GN;Julianahof;100;220;GOUDA                   ;B-15;onbekend;;;;;;;
2802 GN;Julianahof;101;173;GOUDA                   ;B-15;onbekend;;;;;;;
2802 GP;Julianahof;301;373;GOUDA                   ;B-15;onbekend;;;;;;;
2802 GP;Julianahof;302;374;GOUDA                   ;B-15;onbekend;;;;;;;
2802 GR;Bernhardhof;400;476;GOUDA                   ;B-15;onbekend;;;;;;;
2802 GR;Bernhardhof;401;475;GOUDA                   ;B-15;onbekend;;;;;;;
2802 GS;Bernhardhof;501;591;GOUDA                   ;B-15;onbekend;;;;;;;
2802 GS;Bernhardhof;502;592;GOUDA                   ;B-15;onbekend;;;;;;;
2802 GT;Bernhardhof;600;674;GOUDA                   ;B-15;onbekend;;;;;;;
2802 GT;Bernhardhof;611;673;GOUDA                   ;B-15;onbekend;;;;;;;
2802 GV;Julianahof;1;1;GOUDA                   ;B-15;onbekend;;;;;;;
2802 GW;Ruige Weteringpad;2;2;GOUDA                   ;B-15;onbekend;;;;;;;
2802 HA;Koningin Wilhelminaweg;1;25;GOUDA                   ;B-15;onbekend;;;;;;;
2802 HB;Koningin Wilhelminaweg;27;71;GOUDA                   ;B-15;onbekend;;;;;;;
2802 HC;Koningin Wilhelminaweg;73;109;GOUDA                   ;B-15;onbekend;;;;;;;
2802 HD;Koningin Wilhelminaweg;159;203;GOUDA                   ;B-15;onbekend;;;;;;;
2802 HE;Koningin Wilhelminaweg;205;249;GOUDA                   ;B-15;onbekend;;;;;;;
2802 HK;Koningin Wilhelminaweg;285;327;GOUDA                   ;B-15;onbekend;;;;;;;
2802 HM;Koningin Wilhelminaweg;329;411;GOUDA                   ;B-15;onbekend;;;;;;;
2802 HN;Koningin Wilhelminaweg;2;36;GOUDA                   ;B-15;onbekend;;;;;;;
2802 HP;Koningin Wilhelminaweg;38;66;GOUDA                   ;B-15;onbekend;;;;;;;
2802 HR;Koningin Wilhelminaweg;68;100;GOUDA                   ;B-15;onbekend;;;;;;;
2802 HS;Koningin Wilhelminaweg;102;136;GOUDA                   ;B-15;onbekend;;;;;;;
2802 HT;Koningin Wilhelminaweg;140;170;GOUDA                   ;B-15;onbekend;;;;;;;
2802 HV;Koningin Wilhelminaweg;172;212;GOUDA                   ;B-15;onbekend;;;;;;;
2802 HW;Koningin Wilhelminaweg;214;260;GOUDA                   ;B-15;onbekend;;;;;;;
2802 HX;Koningin Wilhelminaweg;262;296;GOUDA                   ;B-15;onbekend;;;;;;;
2802 HZ;Koningin Wilhelminaweg;298;332;GOUDA                   ;B-15;onbekend;;;;;;;
2802 JA;Prins Hendrikstraat;1;45;GOUDA                   ;B-15;onbekend;;;;;;;
2802 JB;Prins Hendrikstraat;51;63;GOUDA                   ;B-15;onbekend;;;;;;;
2802 JC;Prins Hendrikstraat;65;85;GOUDA                   ;B-15;onbekend;;;;;;;
2802 JD;Prins Hendrikstraat;87;97;GOUDA                   ;B-15;onbekend;;;;;;;
2802 JE;Prins Hendrikstraat;99;109;GOUDA                   ;B-15;onbekend;;;;;;;
2802 JG;Prins Hendrikstraat;111;177;GOUDA                   ;B-15;onbekend;;;;;;;
2802 JH;Prins Hendrikstraat;2;18;GOUDA                   ;B-15;onbekend;;;;;;;
2802 JJ;Prins Hendrikstraat;20;20;GOUDA                   ;B-15;onbekend;;;;;;;
2802 JK;Prins Hendrikstraat;22;52;GOUDA                   ;B-15;onbekend;;;;;;;
2802 JL;Prins Hendrikstraat;54;84;GOUDA                   ;B-15;onbekend;;;;;;;
2802 JM;Prins Hendrikstraat;86;128;GOUDA                   ;B-15;onbekend;;;;;;;
2802 JN;Prins Hendrikstraat;130;208;GOUDA                   ;B-15;onbekend;;;;;;;
2802 JP;Moordrechtse Verlaat;1;11;GOUDA                   ;B-15;onbekend;;;;;;;
2802 JP;Moordrechtse Verlaat;2;20;GOUDA                   ;B-15;onbekend;;;;;;;
2802 JR;Prinses Julianastraat;1;17;GOUDA                   ;B-15;onbekend;;;;;;;
2802 JR;Prinses Julianastraat;2;20;GOUDA                   ;B-15;onbekend;;;;;;;
2802 JS;Bockenbergstraat;1;35;GOUDA                   ;B-15;onbekend;;;;;;;
2802 JT;Bockenbergstraat;37;73;GOUDA                   ;B-15;onbekend;;;;;;;
2802 JV;Bockenbergstraat;75;109;GOUDA                   ;B-15;onbekend;;;;;;;
2802 JW;Bockenbergstraat;2;88;GOUDA                   ;B-15;onbekend;;;;;;;
2802 JX;Bockenbergstraat;90;118;GOUDA                   ;B-15;onbekend;;;;;;;
2802 JZ;Twijnstraat;1;9;GOUDA                   ;B-15;onbekend;;;;;;;
2802 JZ;Twijnstraat;2;10;GOUDA                   ;B-15;onbekend;;;;;;;
2802 KA;Lethmaetstraat;1;35;GOUDA                   ;B-15;onbekend;;;;;;;
2802 KB;Lethmaetstraat;45;75;GOUDA                   ;B-15;onbekend;;;;;;;
2802 KC;Lethmaetstraat;2;60;GOUDA                   ;B-15;onbekend;;;;;;;
2802 KD;Scheltemastraat;1;27;GOUDA                   ;B-15;onbekend;;;;;;;
2802 KD;Scheltemastraat;2;22;GOUDA                   ;B-15;onbekend;;;;;;;
2802 KE;Erasmusstraat;1;3;GOUDA                   ;B-15;onbekend;;;;;;;
2802 KE;Erasmusstraat;4;20;GOUDA                   ;B-15;onbekend;;;;;;;
2802 KG;Veerstraat;1;39;GOUDA                   ;B-15;onbekend;;;;;;;
2802 KG;Veerstraat;2;2;GOUDA                   ;B-15;onbekend;;;;;;;
2802 KH;Herenstraat;1;157;GOUDA                   ;B-15;onbekend;;;;;;;
2802 KJ;Herenstraat;2;120;GOUDA                   ;B-15;onbekend;;;;;;;
2802 KK;Woudstraat;1;39;GOUDA                   ;B-15;onbekend;;;;;;;
2802 KL;Woudstraat;41;49;GOUDA                   ;B-15;onbekend;;;;;;;
2802 KM;Woudstraat;2;44;GOUDA                   ;B-15;onbekend;;;;;;;
2802 KN;Woudstraat;46;90;GOUDA                   ;B-15;onbekend;;;;;;;
2802 KP;Klimopstraat;1;17;GOUDA                   ;B-15;onbekend;;;;;;;
2802 KP;Klimopstraat;2;8;GOUDA                   ;B-15;onbekend;;;;;;;
2802 KR;Meidoornstraat;1;7;GOUDA                   ;B-15;onbekend;;;;;;;
2802 KR;Meidoornstraat;2;28;GOUDA                   ;B-15;onbekend;;;;;;;
